2,7900
3,1500
4,1400
5,1400
6,1800
7,1700
8,2000
9,2200
10,3700
11,3000
12,2800
13,9300
14,5500
15,7900
16,5100
17,5600
18,4400
19,4600
20,4800
21,5000
22,101100
23,69400
24,8400
25,7500
26,8400
27,7000
28,11600
29,8600
30,7100
31,16800
32,34100
33,9800
34,8400
35,22900
36,11600
37,9000
38,7300
39,8200
40,17400
41,10000
42,63600
43,7800
44,10800
45,10300
46,9600
47,9900
48,12300
49,11600
50,12300
51,11400
52,11000
53,11300
54,11200
55,12200
56,11700
57,11800
58,12200
59,12000
60,13200
61,14000
62,13100
63,13200
64,14400
65,13000
66,13500
67,13600
68,14000
69,9900
70,11300
71,9900
72,10400
73,10000
74,10200
75,10400
76,11800
77,11100
78,10500
79,16500
80,10600
81,11900
82,10600
83,11800
84,10700
85,12400
86,11000
87,12100
88,11200
89,13500
90,11400
91,12800
92,11900
93,12200
94,12900
95,12000
96,13300
97,16500
98,16500
99,15200
100,15900
101,15500
102,15300
103,54000
104,23100
105,16900
106,80100
107,17100
108,16300
109,31900
110,18000
111,16300
112,16900
113,16400
114,15900
115,17100
116,16500
117,16600
118,17200
119,17700
120,18100
121,17300
122,17400
123,17300
124,53200
125,21200
126,18200
127,21700
128,17700
129,17800
130,17600
131,18000
132,18500
133,18900
134,18300
135,18900
136,18800
137,18400
138,19300
139,18500
140,22800
141,20700
142,19000
143,18900
144,17800
145,19200
146,18100
147,19700
148,18600
149,20000
150,19000
151,18700
152,19100
153,19600
154,19000
155,27400
156,21200
157,19700
158,18800
159,19900
160,20700
161,24600
162,22300
163,19600
164,19600
165,20100
166,20200
167,20600
168,21400
169,20400
170,20300
171,20800
172,19700
173,19600
174,21800
175,21000
176,20900
177,20800
178,21000
179,21100
180,22200
181,21200
182,21600
183,21800
184,21800
185,21400
186,23300
187,22800
188,22000
189,22100
190,23700
191,23200
192,22900
193,29600
194,28400
195,27100
196,28700
197,27200
198,27500
199,25600
200,29900
201,27200
202,29800
203,26900
204,26500
205,25100
206,189000
207,27900
208,27900
209,27000
210,27200
211,28300
212,27600
213,26900
214,27200
215,27400
216,28400
217,27600
218,27200
219,28300
220,27800
221,29700
222,27800
223,28300
224,28500
225,28600
226,29200
227,30800
228,28300
229,28200
230,29500
231,28900
232,31000
233,32500
234,28600
235,28800
236,28800
237,28400
238,29100
239,29700
240,28200
241,28900
242,28900
243,30300
244,30200
245,29800
246,28900
247,29300
248,29500
249,29200
250,29100
251,30400
252,30800
253,30900
254,30200
255,41300
256,99200
257,66700
258,56400
259,40700
260,28100
261,28000
262,26100
263,37800
264,27500
265,27500
266,29800
267,30500
268,27100
269,27700
270,27400
271,28200
272,28800
273,28400
274,28000
275,39900
276,28600
277,27800
278,29500
279,28100
280,27200
281,30200
282,29200
283,27200
284,27500
285,28600
286,29300
287,28700
288,29900
289,35500
290,35700
291,35600
292,38300
293,35800
294,35500
295,36100
296,37000
297,35700
298,50900
299,39100
300,39100
301,39300
302,36100
303,42900
304,37900
305,37600
306,28700
307,29600
308,28000
309,28300
310,29000
311,28000
312,27900
313,30200
314,28400
315,28000
316,30600
317,29300
318,30000
319,44300
320,29900
321,28800
322,30300
323,28700
324,30000
325,29600
326,30900
327,28900
328,32600
329,29400
330,29400
331,29900
332,29800
333,30400
334,30700
335,34300
336,31000
337,31200
338,31300
339,31900
340,37900
341,31100
342,30100
343,31300
344,32400
345,31200
346,30000
347,47800
348,32900
349,32700
350,32300
351,32600
352,34300
353,35100
354,34200
355,33900
356,32700
357,32800
358,39400
359,31900
360,31600
361,33100
362,33100
363,32200
364,36300
365,32200
366,33300
367,33400
368,33700
369,34100
370,34100
371,32800
372,33900
373,35500
374,33000
375,33600
376,49500
377,75600
378,50300
379,46200
380,80500
381,27700
382,19700
383,19500
384,20400
385,29300
386,26300
387,26400
388,24800
389,26600
